text,text_length,x,y
Play the symphony by Tetsuya Ogawa from 1953,44,-3.0843637,-1.6674755
Can you play me some Pop-folk music,35,-3.7064457,-1.5479283
Play that new song from 1970,28,-3.712681,-1.092256
Play some space music on Google Music,37,-4.3705454,-1.5218054
Play a song by Juanes on Last Fm,32,-3.0395603,-1.671132
Play Salmonella Dub Dvd by mario rubalcaba on Vimeo ,52,-2.1499631,-1.965146
Play some music from 1958 on Deezer.,36,-3.8219364,-2.4498816
I want to hear some of David Gilmour's music from 1973,54,-2.6904645,-0.44830266
Play music from the playlist Late Night Jazz,44,-1.7702385,-2.9584854
Play the song Victim Of Changes from Hawkshaw Hawkins on Spotify,64,-2.2541425,-1.9764036
Play the music from the playlist Get Lit,40,-1.890547,-2.7501166
play Bra Vibrationer by Dean,28,-2.4053879,-2.4993665
Play music from the playlist Get Your Mind Right,48,-1.7737309,-2.6497233
Play Talking To The Universe on Itunes,38,-4.3642936,-2.0634322
I want to hear the album Insult To Injury by Narayana Tirtha.,61,-1.6441453,-0.12731542
play latest Shaggy music,24,-4.150588,-1.3144598
Play Slacker radio.,19,-4.017477,-1.6493
Will you play a ballad from Mahalaxmi Iyer,42,-3.357188,-0.79577404
use Spotify to play Nina Persson from 1962,42,-2.1470408,-2.0834806
I want toi hear some Pop Punk Perfection off of Deezer,54,-2.5485625,-0.73987263
Start up my Independent Music Monday playlist.,46,-1.3552141,-2.8009179
Play That Would Be Something by Eden Ahbez,42,-1.7646519,-1.2166753
Please play Every Woman In Me,29,-0.6937979,-1.3394736
Play some Ven A Mi,18,-2.6953216,-1.7677348
Please play some fourties music on Spotify,42,-3.406719,-2.7363064
Play Dj Cameo on itunes.,24,-4.3683743,-2.0515008
play some gotye,15,-2.3651295,-1.7198019
play This Is Colour by Panda Bear,33,-1.7587218,-0.79017866
Play songs by Cheryl Wheeler,28,-2.4720354,-1.4010116
Play the most popular song from Chae Yeon off of Spotify,56,-2.312997,-1.5258112
Please play me something by New Wave Of American Heavy Metal,60,-0.09329797,-3.0002484
Play Deezer,11,-3.788728,-2.5912926
Play me the best Charles Neidich song,37,-2.732228,-1.229146
I want to hear the sound track to Mary Macgregor new songs on Iheart,68,-2.6919382,-0.7619661
Play music on the playlist Electronic Gaming,44,-0.81651646,-3.2244587
I want to hear some Bill Black chant music,42,-4.600833,-0.69304264
Play some thirties music on Netflix.,36,-4.486702,0.23400678
play some eighties by Amirbai Karnataki,39,-2.180335,-1.4172027
Open Youtube and play Connie Francis Sings Spanish And Latin American Favorites from Yukiko Iwai,96,-2.711932,-0.99623835
Play the Ricky Wilson album Spectral Dusk,41,-1.99945,-0.72662413
Play Red Barchetta by Blind Lemon Jefferson.,44,-1.6513842,-1.6577759
Play the track R U Professional by Roberto Carlos Braga,55,-2.442639,-2.4229324
play drive playlist,19,-1.137159,-3.1320133
Play Regulate...g Funk Era by artist Iouri Bachmet on groove shark,66,-3.034346,-3.387987
play music from Itunes for Ric Grech,36,-4.34593,-2.0495818
Play some music on Lastfm.,26,-3.6036224,-2.1529095
Play The Fool On The Hill by Khwaja Ghulam Farid,48,-2.0504014,-1.2786758
Play the best songs of 2016,27,-2.9375615,-1.2556214
Play something by Chris Knight,30,-1.1190686,-2.3705544
Wish to hear a concerto by Diplo from 1952,42,-2.8267992,-0.9018053
play songs from Youtube,23,-3.4954793,-0.39800677
"Play an album from the fourties, new first.",43,-1.3288386,-0.53759855
"Play Chantal Kreviazuk, Sister Ray",34,-4.6985455,-0.72649235
"play Isaac Hayes on Pandora from love, sweat and beer ep",56,-2.1465771,-0.9827297
play Only Hope by Graham Bonnet,31,-1.3519034,-1.3009866
Play some Avantgarde music on Netflix.,38,-4.4541206,0.21882658
Play gothic music,17,-3.782258,-1.2525747
I want to hear Song For Adam,28,-2.2988918,-0.3983988
Play the playlist Feel Good Dinner.,35,0.06866071,-1.8023602
Play the top track by Claudja Barry on Last Fm,46,-3.4408746,-2.0881145
Play some Iris Dement's theme based 2015 music on lastfm ,57,-3.2442832,-1.7789215
Play the latest ballad by September,35,-3.53904,-0.8195918
Play fifties music,18,-3.9562137,-1.1738596
play songs by Sarah Harding,27,-2.9119523,-1.3706262
Play Maggot Brain by Albano Carrisi,35,-2.0185242,-2.0346656
Play a Jack Lawrence concerto,29,-3.6414988,-1.9889996
I want to hear the top Tim Madison,34,-2.4315095,-0.52860224
Play the 1991 soundtrack from Ian Mcdonald,42,-3.0093477,-0.33722314
Play the best songs by Jes Brieden,34,-2.695014,-1.3206625
Play me a song by Kevin Cadogan,31,-3.0858681,-1.3213314
"Play something from my Songs For You, Not Your Parents playlist",63,-1.8121508,-2.1835568
Play Making Out by Alexander Rosenbaum off Google Music.,56,-4.1900344,-1.3846537
Play Rocket Queen on Itunes,27,-4.308469,-2.0297968
Please play a song by Everlast,30,-2.7991974,-1.1663063
Play me some chant from the last half of the sixties,52,-4.6521263,-0.72325975
Play music by Paul Mccartney,28,-3.7384028,-1.6501408
Play some Krzysztof Penderecki on Last Fm,41,-2.6382434,-1.8159554
Play easy listening,19,-2.6403747,-0.4794238
play Robert Stoddard from 1988,30,-2.795951,-1.110864
Play Gloria on last fm,22,-3.4966257,-2.1105504
play some movement by Dj Spinna,31,-3.572687,-1.375339
"play Lily, Rosemary And The Jack Of Hearts by Chris Goss",56,-1.3616089,-1.3123235
play Zvooq latest track by Peter Appleyard,42,-2.8012555,-2.1043997
Play Brenda Kahn's Rushall Station.,35,-2.172188,-0.909905
play the top five songs by Isaac Hayes,38,-2.9056551,-1.4296546
Play some music from the thirties.,34,-3.8442166,-1.3399467
Play 2011 music ,16,-3.890836,-1.7404238
I want to hear Sebastian's songs from the thirties on Youtube,61,-2.7552457,-0.6901556
Play top 20 from frank farian,29,-2.5648947,-1.438989
Play some music using slacker,29,-4.036662,-1.5319401
Play some psychadelic music.,28,-3.8136272,-1.6402354
Play some Geir Jenssen.,23,-1.7534665,-1.7540671
Start playing my Disney playlist.,33,-0.8760347,-2.8358116
I want to hear a Gucci Mane song from Last Fm from 2002,55,-2.4330575,-0.648386
Play me a 2003 song by Charles Neidich,38,-2.9829009,-1.3359134
I want to hear some songs from the twenties,43,-2.9323614,-0.53562355
I'd like to hear chant songs from nineties,42,-4.6098747,-0.72411734
Can you play the newest record from 1966 by Tony Lee,52,-3.1500847,-1.1662803
Please play Kabhi Jo Baadal Barse by Ruth Lorenzo,49,-1.588779,-1.2312025
Play a record from 2015,23,-3.4516068,-1.3881781
Use the service Zvooq to play top-10 by artist Coolio,53,-2.8789492,-2.0700402
Play thirties symphony music from Nigga on Iheart,49,-3.864635,-1.3911635
play a sound track by Tom Thacker,33,-2.9231715,-2.5622907
Play some Laurie Anderson.,26,-2.0874684,-1.575857
"Open Last Fm and play the top song from Daniel Lee Chee Hun
",60,-3.0348554,-1.7339627
play some twenties music on Iheart,34,-3.7922242,-1.2575473
Play popular eighties record,28,-3.929692,-0.99872315
Play the track Grow Old With Me by artist Chloe Rose Lattanzi,61,-2.472344,-2.368541
on Deezer play fourties tunes by Jona Bechtolt and a ballad,59,-3.4292283,-2.0872014
play Kings Of The Wild Frontier by Andrea Bocelli,49,-1.4495977,-1.1529453
Play an album from 1987.,24,-3.4130788,-1.4428123
Play music from 1960,20,-3.8663535,-0.8925806
Play a movement from the nineties,33,-2.6636217,-1.4522138
Play Bob Hilliard top-twenty music,34,-2.56191,-1.5976926
Play a seventies soundtrack by steve walsh on Groove Shark,58,-3.1311038,-3.4963229
Use Deezer service to play Opera ,33,-3.777675,-2.5760126
play Zvooq,10,-2.7479136,-2.146655
I want to hear Techno-industrial music.,39,-2.861204,-0.5787761
play the top song by Amon Amarth on Groove Shark,48,-3.072023,-3.4203837
Play Julie Driscoll,19,-1.3713094,-1.377076
play something from the twenties,32,-3.787153,-1.2800711
Play The View From The Afternoon by Malese Jow on Last Fm,57,-3.3048496,-1.9678712
play songs by Sammy Fain,24,-2.4912276,-1.1611423
Play music from the year 1964,29,-3.9878485,-1.0651845
Play the heinz strobl ep from 2016 on Groove Shark,50,-3.102013,-3.4500012
Play me Leonid Soybelman on Vimeo.,34,-2.7164035,-1.9844263
Play a song from my workout playlist on Groove Shark,52,-3.047882,-3.4615273
play some Alte Kameraden music,30,-3.773994,-1.696836
Play the music Hands Up,23,-3.8135943,-1.7227907
Play some twenties theme music on Google Music.,47,-4.0768137,-1.4786085
Play a fifties album on Itunes.,31,-4.246722,-1.9290749
Play genre opera,16,-3.931733,-1.5986272
Play shadowplay by Dana on Deezer.,34,-3.7259789,-2.5281506
Play music on Deezer by Imogen Heap,35,-3.7575817,-2.5065744
Find a top fifty zahir howaida concerto from the seventies,58,-2.9138768,-0.45901176
Play the newest twenties melody.,32,-3.757495,-1.3524112
I want to hear Box Of Rain by Skeets Mcdonald,45,7.31115,-3.2613106
Please play Casino Boogie,25,-1.1048704,1.6131848
I want to hear a full album on youtube by Jem Godfrey,53,-2.6636755,-0.4191582
Play an Asha Bhosle song from around 1964,41,-2.8157551,-1.6870958
Play music from the twenties.,29,-3.9259303,-1.3614224
Play something by Louisiana Blues,33,-1.9831187,-2.5757406
Play new Ian Mclagan,20,-1.0506482,-2.1535683
Play music on Itunes,20,-4.3763833,-2.067761
I want to hear Ding Dong Bell on groove shark,45,-3.1009204,-3.4499626
Play fifties music on Slacker.,30,-4.037549,-1.4859986
Play Before I Grew Up To Love You by Wafah Dufour,49,-1.434977,-0.9286303
Play a Jim Mullen ep from the sixties,37,-3.2095442,-1.1132755
Play some good music from 2012.,31,-3.7434916,-1.6145024
Play the greatest soundtrack by Nhat Son on Last Fm.,52,-3.0193942,-1.7137129
Play the top hits of 2016,25,-2.042615,-2.9499059
"Play Fight On, State.",21,-1.3003594,1.6301968
Use Pandora to play music from Maki Onaga from the album made in the nineties,77,-3.1965888,-0.74361056
Play the top five Cemil Bey songs,33,-2.9561145,-1.3454741
Play opera music on google music,32,-4.3439274,-1.4895055
play music by Francis Healy,27,-3.302306,-1.6398492
play a track from the thirties,30,-2.7817264,-2.5663285
Play music on Spotify.,22,-3.3421009,-2.846591
play newest soundtrack from 2008,32,-2.989685,-0.32680845
play Itunes  songs by Gerard Way,32,-4.352734,-2.0321126
Play Cherry Pink by Trapp Mendoza on Iheart,43,-1.3782597,-1.794919
Play Rei Momo newest album,26,-1.2763628,-0.34044304
I want to hear a track by Ryohei Yamamoto on Vimeo,50,-2.5741303,-1.8974987
Start up my nostalgic playlist. ,32,-1.0144984,-2.8309348
play some papoose from 2003 on youtube,38,-3.4272249,-0.38277063
Use Deezer to play music by Kimberley Walsh,43,-3.7140846,-2.5043015
Play Punk Rock music,20,-3.4206896,-2.0110047
Play something by Louis Nelson Delisle.,39,-1.8514982,-1.8963704
play 1962 music on Netflix,26,-4.445387,0.2048638
Play a song by David Silveria from 2002 on Zvooq.,49,-2.7637835,-1.8152996
play the 2014 album from la lupe,32,-1.4292291,-0.6182527
Play Revival music.,19,-3.8133583,-1.6782982
I want to hear opera on Netflix,31,-4.471152,0.24500865
play the song Si No Te Hubiera Conocido by Haidar Salim,55,-1.988214,-1.4319122
Start up my Pachangueo Total playlist. ,39,-1.0911562,-2.7447834
Open the playlist from Sergei Chatschatrjan,43,-1.2442586,-2.0271735
open Itunes and play Kenny Cox most popular concerto,52,-4.0814867,-1.9848024
play the Gary Chaw album,24,-1.4041084,-0.81085974
Play me some grunge music,25,-3.6913621,-1.5717462
Play Chris Goss on Netflix,26,-4.4423947,0.13237955
Play The Garden Of Allah  from Wade Mainer,42,-1.8130703,-1.2641554
Play Alles Heeft Ritme by Liu Tianhua.,38,-1.5544463,-0.6972394
Play the best Vanessa Peters songs,34,-2.9894812,-1.3715817
Play That Stubborn Kinda Fellow by Michael Amott,48,-1.9435217,-1.3082834
play a 1983 concerto by Ayaka on Itunes,39,-3.7517173,-2.059663
I want to hear Dido from 1966 on Youtube,40,-2.8928268,-0.4938079
Play Andy Williams Sings Rodgers And Hammerstein by elica todorova,66,-2.2601404,-1.7501073
Play Tujiko Noriko's Ten Years And Running.,43,-1.8217216,2.441253
Open google music and play Women of Jazz playlist,49,-1.9310405,-2.9433944
Play christian gangsta rap,26,-3.252573,-0.98688674
Play Donald Rubinstein on Pandora,33,-3.1968055,-0.53190875
Play Shinya Yamada music from 1962 on Groove Shark ,51,-3.0040941,-3.4004984
play the greatest Vimeo tunes by angelo amorevoli on soundtrack,63,-2.9740188,-2.1388407
Play some Google Music.,23,-4.3617,-1.531587
Open Deezer and play top 40 hits,32,-3.7028613,-2.6121607
Play me a nineties sound track,30,-2.849819,-2.5148919
play a symphony that is good from 2000,38,-3.5347502,-1.7822819
Play some music on Pandora,26,-3.4246423,-0.7763891
play music from the twenties,28,-3.9243674,-1.3481425
play the most popular Miles Jones track,39,-2.6831,-2.327563
Play Miyavi's music from seventies on Google Music.,51,-4.0071692,-1.3867115
Play a twenties soundtrack on Youtube,37,-3.6571193,-0.7707315
Play slow rock music,20,-3.404678,-2.1675818
Play some techno on Lastfm,26,-3.70326,-2.1607554
Will you play me the most popular sound track from 2006,55,-2.8814504,-2.4560928
Play the song I Get Ideas as performed by Richard Kruspe,56,-2.681407,-1.3976531
Play new track from the fifties,31,-2.8160417,-2.5570848
Can you play an ep from the year 1958?,38,-3.0649762,-0.93686694
play scott la rock from Stella on Slacker,41,-2.3072553,-1.8686068
Play Thelma Aoyama's latest concerto,36,-2.1763883,-1.4121598
Make and play a new playlis with the theme songs released in 1968,65,-2.942896,-1.6846102
Play the tune by Adam Yauch,27,-2.345314,-1.8321366
Play some melody from the eighties on Spotify,45,-3.5914853,-1.3962402
Play music by mina caputo on Lastfm,35,-3.6217473,-2.0727615
Play some fifties music by Origa.,33,-3.8671033,-1.2949709
Play a popular Gurdas Maan track,32,-2.7850604,-2.379959
play an album on Netflix by chris castle from 2011,50,-4.398005,0.1877023
Play the most popular music by Ronald Isley on Google Music,59,-4.030722,-1.4763783
Play the top-20 music by merz,29,-3.1919878,-1.6771377
play twenties music off of my Itunes,36,-4.317691,-1.8573409
Play a Mike Osborne song,24,-2.903601,-1.3202982
play Groove Shark,17,-3.1706336,-3.595886
Play me a Maia Hirasawa soundtrack from 1951,44,-2.8185983,-0.86220086
Play Elysium from Ryan Cayabyab,31,-1.9252481,-1.1993772
play Matt Walker tunes,22,-3.4372962,-2.1209295
play Solange 2016 album ,24,-1.5494151,-0.65286154
Play a soundtrack by Mike Hindert on Spotify.,45,-2.8715105,-0.22106168
Play the top-5 sort of ballad music from 2012.,46,-3.3964376,-0.84137064
"I want to listen to Lastfm, play A Drop Of The Hard Stuff by Joi Chua.",70,-2.2562888,-1.0151746
play Pop 2017 Picks,19,-0.44692284,-2.713599
play Groove Shark,17,-3.1708453,-3.5969257
I want hear some Junior Murvin off of Youtube,45,-3.300518,-0.25874484
I want to hear a top-50 track from Takahito Eguchi on Google Music,66,-2.7827249,-0.88082176
Play 25 To Life by Paul Riley on Deezer.,40,-3.6575973,-2.475148
Play me some seventies music with a good melody,47,-3.9179246,-1.0953664
play an Masaki Aiba tune,24,-2.5762286,-1.6017044
play Morning Song,17,-3.0132358,-1.208468
I want to hear a fourties ballad by Luciano,43,-3.1838872,-0.6446354
play a good 1952 symphony,25,-3.5193968,-1.8664771
play Hardcore music,19,-3.5223644,-1.8832755
Play a top twenty symphony by Bumble Bee Slim,45,-3.5687666,-1.7769994
play Wait Until Tomorrow,24,-3.0001104,4.3484497
play a music ballad from the sixties,36,-3.8036542,-0.9079242
Play the top 1991 sound track,29,-2.9272735,-2.4617944
Play the latest songs by Larry Gatlin on Iheart,47,-2.9888465,-1.0555297
Play me a bluegrass song,24,-2.989382,-1.2145126
Play a sixties song by Classified,33,-3.891867,-0.95346594
play Monie Love tunes on Google Music from 1984 from her song list,66,-4.132317,-1.4720832
Play pop,8,-1.2863866,-2.5389485
Play a melody from Elmer Bernstein,34,-3.7304244,-1.6748967
I want to listen to my Spain Top 50 playlist on groove shark,60,-1.9049348,-2.7583857
Play top-ten eighties song,26,-3.645631,-1.0159465
Play Michael Angelo Batio,25,-2.8654091,-1.8877286
Play a twenties concerto from Roger Taylor on deezer,52,-3.6304967,-2.3602524
play dj kentaro from the year 1994,34,-3.395363,-1.398164
play a twenties song,20,-3.753688,-1.1866766
Can you play me a track from the nineties?,42,-2.5401351,-2.3937461
Play a song off Get Up Offa That Thing by Doseone on Last Fm,60,-3.0251772,-1.6420801
Play a movement fromthe eighties by Nobuo Uematsu.,50,-2.377898,-1.2245579
Play In Every Dream Home A Heartache by vincent paul abbott ,60,-2.000815,-0.91763145
Play the newest released song from 1951,39,-3.6163127,-0.8917121
use Slacker to listen to seventies music,40,-4.115008,-1.1531
Play the best song by Henry Rollins.,36,-2.089823,-1.9664341
play my melodious playlist,26,-1.1662301,-3.0526607
Play top music from Charles L. Johnson on vimeo ,48,-2.988281,-2.0621862
Play the top-twenty from Tony Calder off Slacker.,49,-2.620688,-1.5341487
play anything from the twenties,31,-3.6358325,-1.2033434
Play music from 2012 by Yossif Kobzon on last fm.,49,-3.3752089,-1.8843333
Play the theme tune that Christian Fennesz wrote,48,-3.1271083,-1.6283901
Open Youtube and play Nanana from Massimo Altomare,50,-3.2621903,-0.5498432
Open Lastfm and play a voluntad del cielo from Wax,50,-0.1631923,2.0841644
I want to hear a 1957 theme song,32,-2.7183583,-0.6703019
Play my Electro Sur playlist. ,30,-1.0579432,-1.5821935
play the last track by Shavo Odadjian,37,-2.5605023,-2.2339048
Play Brotherhood by Ock Joo-hyun,32,-2.56321,-1.674573
play latest George Ducas music,30,-4.030318,-1.5339843
play a tune from 1962,21,-4.0255156,-1.1904045
